Experiment,ExperimentNum,Participant,DominantEye,SubTrial,TrialType,Condition,Congruency,Alignment,SameDifferent,thisResponse,isCorrect,reactionTime,FaceGroup,StudyUpper,StudyLower,TargetUpper,TargetLower,TargetLower2,studyDuration,targetDuration,maskDuration,trialDuration,trialEndTime,Trial,ChoseFace,MatchStudy
112_CF_CFS_catch_test,112,1205,Right,1,Catch,CFS,incongruent,aligned,Right,4,0,21.5714463142875,F4,F4064.png,F4040.png,F4064.png,F4018.png,F4020.png,0.3,0.3,0.5,21.577335379383,2019-01-31-15:10:27,1,F4020.png,0
112_CF_CFS_catch_test,112,1205,Right,2,Catch,CFS,incongruent,aligned,Left,4,1,4.97102307622561,F1,F1046.png,F1015.png,F1002.png,F1015.png,F1059.png,0.3,0.3,0.5,4.97561334448733,2019-01-31-15:10:50,7,F1015.png,1
112_CF_CFS_catch_test,112,1205,Right,3,Catch,CFS,congruent,aligned,Right,4,0,4.31073645817833,F2,F2032.png,F2017.png,F2032.png,F2017.png,F2016.png,0.3,0.3,0.5,4.31725165557248,2019-01-31-15:12:09,32,F2016.png,0
112_CF_CFS_catch_test,112,1205,Right,4,Catch,CFS,incongruent,aligned,Right,5,1,3.14053727625605,M4,M4134.png,M4197.png,M4188.png,M4197.png,M4136.png,0.3,0.3,0.5,3.15036789549401,2019-01-31-15:13:39,59,M4197.png,1
112_CF_CFS_catch_test,112,1205,Right,5,Catch,CFS,incongruent,aligned,Left,4,1,2.43559100217101,F3,F3112.png,F3062.png,F3079.png,F3062.png,F3047.png,0.3,0.3,0.5,2.44194162599376,2019-01-31-15:14:25,77,F3062.png,1
112_CF_CFS_catch_test,112,1205,Right,6,Catch,CFS,incongruent,misaligned,Left,5,0,4.76507379294185,F4,F4064.png,F4040.png,F4064.png,F4018.png,F4020.png,0.3,0.3,0.5,4.7755257543954,2019-01-31-15:17:59,149,F4020.png,0
112_CF_CFS_catch_test,112,1205,Right,7,Catch,CFS,incongruent,misaligned,Left,4,1,2.19504294822787,F1,F1046.png,F1015.png,F1002.png,F1015.png,F1059.png,0.3,0.3,0.5,2.20024395209225,2019-01-31-15:18:34,162,F1015.png,1
112_CF_CFS_catch_test,112,1205,Right,8,Catch,CFS,congruent,misaligned,Right,5,1,2.27552900480896,F2,F2032.png,F2017.png,F2032.png,F2017.png,F2016.png,0.3,0.3,0.5,2.28360097922996,2019-01-31-15:21:12,209,F2017.png,1
112_CF_CFS_catch_test,112,1205,Right,9,Catch,CFS,incongruent,misaligned,Left,5,0,1.58028059622848,M4,M4134.png,M4197.png,M4188.png,M4197.png,M4136.png,0.3,0.3,0.5,1.58345231557746,2019-01-31-15:21:28,215,M4136.png,0
112_CF_CFS_catch_test,112,1205,Right,10,Catch,CFS,incongruent,misaligned,Right,5,1,2.07092470844646,F3,F3112.png,F3062.png,F3079.png,F3062.png,F3047.png,0.3,0.3,0.5,2.07518514526782,2019-01-31-15:24:00,271,F3062.png,1
112_CF_monocular_catch_test,112,1205,Right,1,Catch,monocular,incongruent,aligned,Right,4,0,3.26012341307114,M2,M2142.png,M2141.png,M2201.png,M2141.png,M2198.png,0.3,0.3,0.5,3.26720589317097,2019-01-31-15:29:24,25,M2198.png,0
112_CF_monocular_catch_test,112,1205,Right,2,Catch,monocular,incongruent,aligned,Right,4,0,2.14560586853599,M3,M3187.png,M3183.png,M3153.png,M3183.png,M3013.png,0.3,0.3,0.5,2.15031691532317,2019-01-31-15:31:27,68,M3013.png,0
112_CF_monocular_catch_test,112,1205,Right,3,Catch,monocular,incongruent,aligned,Right,4,0,1.71515120410731,F3,F3062.png,F3079.png,F3112.png,F3079.png,F3047.png,0.3,0.3,0.5,1.72521311593209,2019-01-31-15:32:32,89,F3047.png,0
112_CF_monocular_catch_test,112,1205,Right,4,Catch,monocular,incongruent,aligned,Left,5,0,3.17590280236982,M4,M4136.png,M4134.png,M4197.png,M4134.png,M4188.png,0.3,0.3,0.5,3.18370790072913,2019-01-31-15:32:48,94,M4188.png,0
112_CF_monocular_catch_test,112,1205,Right,5,Catch,monocular,congruent,aligned,Right,5,1,2.27495111549069,M1,M1122.png,M1119.png,M1125.png,M1186.png,M1122.png,0.3,0.3,0.5,2.28363656270494,2019-01-31-15:35:04,140,M1186.png,0
112_CF_monocular_catch_test,112,1205,Right,6,Catch,monocular,incongruent,misaligned,Left,5,0,1.80031511904235,M2,M2142.png,M2141.png,M2201.png,M2141.png,M2198.png,0.3,0.3,0.5,1.80858896125346,2019-01-31-15:35:21,146,M2198.png,0
112_CF_monocular_catch_test,112,1205,Right,7,Catch,monocular,incongruent,misaligned,Right,4,0,2.08538460090904,M3,M3187.png,M3183.png,M3153.png,M3183.png,M3013.png,0.3,0.3,0.5,2.09187311069718,2019-01-31-15:41:11,264,M3013.png,0
112_CF_monocular_catch_test,112,1205,Right,8,Catch,monocular,incongruent,misaligned,Left,5,0,1.80577341880235,F3,F3062.png,F3079.png,F3112.png,F3079.png,F3047.png,0.3,0.3,0.5,1.81690112413025,2019-01-31-15:41:20,267,F3047.png,0
112_CF_monocular_catch_test,112,1205,Right,9,Catch,monocular,incongruent,misaligned,Left,5,0,1.86079505116004,M4,M4136.png,M4134.png,M4197.png,M4134.png,M4188.png,0.3,0.3,0.5,1.86690685512212,2019-01-31-15:42:54,298,M4188.png,0
112_CF_monocular_catch_test,112,1205,Right,10,Catch,monocular,congruent,misaligned,Left,4,1,2.70536369561796,M1,M1122.png,M1119.png,M1125.png,M1186.png,M1122.png,0.3,0.3,0.5,2.70860110753574,2019-01-31-15:43:34,314,M1186.png,0
112_catch_test,112,1205,Right,1,Catch,monocular,incongruent,aligned,Right,4,0,2.96580222773082,F4,F4040.png,F4020.png,F4040.png,F4018.png,F4064.png,0.3,0.3,0.5,2.97546587835586,2019-01-31-15:45:56,1,F4064.png,0
112_catch_test,112,1205,Right,2,Catch,monocular,incongruent,aligned,Left,4,1,1.97026829597962,F1,F1002.png,F1059.png,F1015.png,F1059.png,F1046.png,0.3,0.3,0.5,1.97514596923065,2019-01-31-15:46:00,2,F1059.png,1
112_catch_test,112,1205,Right,3,Catch,monocular,congruent,aligned,Left,4,1,3.88522481742075,F2,F2016.png,F2032.png,F2016.png,F2032.png,F2017.png,0.3,0.3,0.5,3.8922138908988,2019-01-31-15:46:06,3,F2032.png,1
112_catch_test,112,1205,Right,4,Catch,monocular,incongruent,aligned,Left,5,0,2.30527986916195,M4,M4134.png,M4136.png,M4197.png,M4136.png,M4188.png,0.3,0.3,0.5,2.30853815215687,2019-01-31-15:46:10,4,M4188.png,0
112_catch_test,112,1205,Right,5,Catch,monocular,incongruent,aligned,Left,4,1,3.02562010192651,F3,F3047.png,F3062.png,F3079.png,F3062.png,F3112.png,0.3,0.3,0.5,3.03358943170815,2019-01-31-15:46:16,5,F3062.png,1
112_catch_test,112,1205,Right,6,Catch,monocular,incongruent,misaligned,Left,5,0,3.43936661414682,F4,F4040.png,F4020.png,F4040.png,F4018.png,F4064.png,0.3,0.3,0.5,3.45037388309765,2019-01-31-15:46:21,6,F4064.png,0
112_catch_test,112,1205,Right,7,Catch,monocular,incongruent,misaligned,Left,4,1,1.87522791386755,F1,F1002.png,F1059.png,F1015.png,F1059.png,F1046.png,0.3,0.3,0.5,1.8834938866562,2019-01-31-15:46:25,7,F1059.png,1
112_catch_test,112,1205,Right,8,Catch,monocular,congruent,misaligned,Left,5,0,1.37584703211587,F2,F2016.png,F2032.png,F2016.png,F2032.png,F2017.png,0.3,0.3,0.5,1.38341296846602,2019-01-31-15:46:29,8,F2017.png,0
112_catch_test,112,1205,Right,9,Catch,monocular,incongruent,misaligned,Right,5,1,1.47568126102351,M4,M4134.png,M4136.png,M4197.png,M4136.png,M4188.png,0.3,0.3,0.5,1.48346719905021,2019-01-31-15:46:32,9,M4136.png,1
112_catch_test,112,1205,Right,10,Catch,monocular,incongruent,misaligned,Right,5,1,2.6904713270751,F3,F3047.png,F3062.png,F3079.png,F3062.png,F3112.png,0.3,0.3,0.5,2.70035908516229,2019-01-31-15:46:37,10,F3062.png,1
112_catch_test,112,1205,Right,11,Catch,monocular,incongruent,aligned,Right,4,0,1.38552642158538,M2,M2141.png,M2198.png,M2142.png,M2198.png,M2201.png,0.3,0.3,0.5,1.39193521070365,2019-01-31-15:46:41,11,M2201.png,0
112_catch_test,112,1205,Right,12,Catch,monocular,incongruent,aligned,Right,4,0,1.69051512212127,M3,M3187.png,M3013.png,M3183.png,M3013.png,M3153.png,0.3,0.3,0.5,1.70021675126281,2019-01-31-15:46:44,12,M3153.png,0
112_catch_test,112,1205,Right,13,Catch,monocular,incongruent,aligned,Right,5,1,1.72049898980549,F3,F3047.png,F3062.png,F3079.png,F3062.png,F3112.png,0.3,0.3,0.5,1.72521414237826,2019-01-31-15:46:48,13,F3062.png,1
112_catch_test,112,1205,Right,14,Catch,monocular,incongruent,aligned,Left,4,1,1.55032238970443,M4,M4188.png,M4197.png,M4136.png,M4197.png,M4134.png,0.3,0.3,0.5,1.55859315257612,2019-01-31-15:46:52,14,M4197.png,1
112_catch_test,112,1205,Right,15,Catch,monocular,congruent,aligned,Right,5,1,1.99000446504169,M1,M1119.png,M1125.png,M1186.png,M1122.png,M1119.png,0.3,0.3,0.5,2.000195366963,2019-01-31-15:46:56,15,M1122.png,0
112_catch_test,112,1205,Right,16,Catch,monocular,incongruent,misaligned,Right,5,1,2.60508672616652,M2,M2141.png,M2198.png,M2142.png,M2198.png,M2201.png,0.3,0.3,0.5,2.60864267861461,2019-01-31-15:47:01,16,M2198.png,1
112_catch_test,112,1205,Right,17,Catch,monocular,incongruent,misaligned,Left,4,1,3.15035865747632,M3,M3187.png,M3013.png,M3183.png,M3013.png,M3153.png,0.3,0.3,0.5,3.15861984018193,2019-01-31-15:47:06,17,M3013.png,1
112_catch_test,112,1205,Right,18,Catch,monocular,incongruent,misaligned,Right,5,1,2.58010575819299,F3,F3047.png,F3062.png,F3079.png,F3062.png,F3112.png,0.3,0.3,0.5,2.58361449410722,2019-01-31-15:47:11,18,F3062.png,1
112_catch_test,112,1205,Right,19,Catch,monocular,incongruent,misaligned,Right,5,1,2.41536487603071,M4,M4188.png,M4197.png,M4136.png,M4197.png,M4134.png,0.3,0.3,0.5,2.42527418949203,2019-01-31-15:47:15,19,M4197.png,1
112_catch_test,112,1205,Right,20,Catch,monocular,congruent,misaligned,Left,5,0,3.41540559173791,M1,M1119.png,M1125.png,M1186.png,M1122.png,M1119.png,0.3,0.3,0.5,3.42529608701534,2019-01-31-15:47:21,20,M1119.png,0
112_CF_CFS_catch_test,112,1206,Right,1,Catch,CFS,congruent,aligned,Right,5,1,9.0337686066066,F1,F1059.png,F1046.png,F1059.png,F1046.png,F1015.png,0.3,0.3,0.5,9.04267719579775,2019-02-01-10:02:59,10,F1046.png,1
112_CF_CFS_catch_test,112,1206,Right,2,Catch,CFS,congruent,aligned,Right,4,0,5.47619568992206,M1,M1119.png,M1125.png,M1122.png,M1186.png,M1119.png,0.3,0.3,0.5,5.48393514867314,2019-02-01-10:04:16,35,M1119.png,0
112_CF_CFS_catch_test,112,1206,Right,3,Catch,CFS,congruent,aligned,Right,4,0,4.12539736577855,M3,M3153.png,M3187.png,M3013.png,M3183.png,M3153.png,0.3,0.3,0.5,4.13388442476707,2019-02-01-10:10:08,137,M3153.png,0
112_CF_CFS_catch_test,112,1206,Right,4,Catch,CFS,congruent,aligned,Right,4,0,4.27029050342412,F5,F5076.png,F5078.png,F5076.png,F5078.png,F5033.png,0.3,0.3,0.5,4.2755421812476,2019-02-01-10:14:16,206,F5033.png,0
112_CF_CFS_catch_test,112,1206,Right,5,Catch,CFS,congruent,aligned,Left,4,1,3.27654097149934,M2,M2141.png,M2201.png,M2141.png,M2201.png,M2142.png,0.3,0.3,0.5,3.28368371866509,2019-02-01-10:14:38,212,M2201.png,1
112_CF_CFS_catch_test,112,1206,Right,6,Catch,CFS,congruent,misaligned,Left,5,0,3.06015496025066,F1,F1059.png,F1046.png,F1059.png,F1046.png,F1015.png,0.3,0.3,0.5,3.06708625801275,2019-02-01-10:16:00,239,F1015.png,0
112_CF_CFS_catch_test,112,1206,Right,7,Catch,CFS,congruent,misaligned,Left,5,0,3.42529762872141,M1,M1119.png,M1125.png,M1122.png,M1186.png,M1119.png,0.3,0.3,0.5,3.43380003343259,2019-02-01-10:16:17,244,M1119.png,0
112_CF_CFS_catch_test,112,1206,Right,8,Catch,CFS,congruent,misaligned,Left,5,0,3.75036139714007,M3,M3153.png,M3187.png,M3013.png,M3183.png,M3153.png,0.3,0.3,0.5,3.7588819869402,2019-02-01-10:18:44,281,M3153.png,0
112_CF_CFS_catch_test,112,1206,Right,9,Catch,CFS,congruent,misaligned,Right,4,0,2.25563480156075,F5,F5076.png,F5078.png,F5076.png,F5078.png,F5033.png,0.3,0.3,0.5,2.25859714611715,2019-02-01-10:19:01,286,F5033.png,0
112_CF_CFS_catch_test,112,1206,Right,10,Catch,CFS,congruent,misaligned,Left,5,0,2.6408210258719,M2,M2141.png,M2201.png,M2141.png,M2201.png,M2142.png,0.3,0.3,0.5,2.65033741332195,2019-02-01-10:21:16,314,M2142.png,0
112_CF_monocular_catch_test,112,1206,Right,1,Catch,monocular,incongruent,aligned,Left,4,1,2.89017051101973,F4,F4064.png,F4020.png,F4064.png,F4040.png,F4018.png,0.3,0.3,0.5,2.90048773644776,2019-02-01-10:24:18,16,F4040.png,0
112_CF_monocular_catch_test,112,1206,Right,2,Catch,monocular,congruent,aligned,Right,5,1,4.30533762533332,F2,F2032.png,F2067.png,F2032.png,F2067.png,F2016.png,0.3,0.3,0.5,4.30879916840104,2019-02-01-10:28:18,92,F2067.png,1
112_CF_monocular_catch_test,112,1206,Right,3,Catch,monocular,congruent,aligned,Left,5,0,11.5801634455988,M4,M4136.png,M4134.png,M4136.png,M4134.png,M4197.png,0.3,0.3,0.5,11.5847585353877,2019-02-01-10:31:47,157,M4197.png,0
112_CF_monocular_catch_test,112,1206,Right,4,Catch,monocular,congruent,aligned,Left,5,0,2.96539228757047,F1,F1059.png,F1002.png,F1059.png,F1002.png,F1015.png,0.3,0.3,0.5,2.97534693227271,2019-02-01-10:32:26,165,F1015.png,0
112_CF_monocular_catch_test,112,1206,Right,5,Catch,monocular,congruent,aligned,Right,5,1,4.40584941586258,F3,F3047.png,F3112.png,F3079.png,F3062.png,F3047.png,0.3,0.3,0.5,4.40878473047906,2019-02-01-10:33:28,185,F3062.png,0
112_CF_monocular_catch_test,112,1206,Right,6,Catch,monocular,incongruent,misaligned,Left,4,1,3.70983427909641,F4,F4064.png,F4020.png,F4064.png,F4040.png,F4018.png,0.3,0.3,0.5,3.71713167857661,2019-02-01-10:35:02,207,F4040.png,0
112_CF_monocular_catch_test,112,1206,Right,7,Catch,monocular,congruent,misaligned,Right,5,1,1.72514417393586,F2,F2032.png,F2067.png,F2032.png,F2067.png,F2016.png,0.3,0.3,0.5,1.73350463700353,2019-02-01-10:36:20,235,F2067.png,1
112_CF_monocular_catch_test,112,1206,Right,8,Catch,monocular,congruent,misaligned,Right,5,1,2.5856347844533,M4,M4136.png,M4134.png,M4136.png,M4134.png,M4197.png,0.3,0.3,0.5,2.59201385027791,2019-02-01-10:37:50,262,M4134.png,1
112_CF_monocular_catch_test,112,1206,Right,9,Catch,monocular,congruent,misaligned,Right,4,0,2.3299815067312,F1,F1059.png,F1002.png,F1059.png,F1002.png,F1015.png,0.3,0.3,0.5,2.33361823118139,2019-02-01-10:39:15,285,F1015.png,0
112_CF_monocular_catch_test,112,1206,Right,10,Catch,monocular,congruent,misaligned,Left,5,0,2.74077808590391,F3,F3047.png,F3112.png,F3079.png,F3062.png,F3047.png,0.3,0.3,0.5,2.75034189452526,2019-02-01-10:40:20,300,F3047.png,0
112_catch_test,112,1206,Right,1,Catch,monocular,congruent,aligned,Right,5,1,4.09145528854469,F1,F1046.png,F1059.png,F1046.png,F1059.png,F1015.png,0.3,0.3,0.5,4.10038817046689,2019-02-01-10:43:36,1,F1059.png,1
112_catch_test,112,1206,Right,2,Catch,monocular,congruent,aligned,Right,5,1,1.45523208967097,M1,M1125.png,M1186.png,M1122.png,M1119.png,M1125.png,0.3,0.3,0.5,1.45846918159168,2019-02-01-10:43:40,2,M1119.png,0
112_catch_test,112,1206,Right,3,Catch,monocular,congruent,aligned,Left,4,1,1.56963203355826,M3,M3153.png,M3013.png,M3183.png,M3187.png,M3153.png,0.3,0.3,0.5,1.57516667037316,2019-02-01-10:43:43,3,M3187.png,0
112_catch_test,112,1206,Right,4,Catch,monocular,congruent,aligned,Right,5,1,1.61501975067449,F5,F5068.png,F5078.png,F5068.png,F5078.png,F5033.png,0.3,0.3,0.5,1.62518711390385,2019-02-01-10:43:47,4,F5078.png,1
112_catch_test,112,1206,Right,5,Catch,monocular,congruent,aligned,Left,4,1,1.03978601867811,M2,M2198.png,M2142.png,M2198.png,M2142.png,M2201.png,0.3,0.3,0.5,1.05016414700867,2019-02-01-10:43:50,5,M2142.png,1
112_catch_test,112,1206,Right,6,Catch,monocular,congruent,misaligned,Right,5,1,1.56957215710918,F1,F1046.png,F1059.png,F1046.png,F1059.png,F1015.png,0.3,0.3,0.5,1.57516667037362,2019-02-01-10:43:54,6,F1059.png,1
112_catch_test,112,1206,Right,7,Catch,monocular,congruent,misaligned,Left,4,1,2.39497174686949,M1,M1125.png,M1186.png,M1122.png,M1119.png,M1125.png,0.3,0.3,0.5,2.40021350231018,2019-02-01-10:43:58,7,M1119.png,0
112_catch_test,112,1206,Right,8,Catch,monocular,congruent,misaligned,Left,5,0,0.745198336461272,M3,M3153.png,M3013.png,M3183.png,M3187.png,M3153.png,0.3,0.3,0.5,0.749962791063808,2019-02-01-10:44:01,8,M3153.png,0
112_catch_test,112,1206,Right,9,Catch,monocular,congruent,misaligned,Right,5,1,0.644707520652901,F5,F5068.png,F5078.png,F5068.png,F5078.png,F5033.png,0.3,0.3,0.5,0.650052605737528,2019-02-01-10:44:04,9,F5078.png,1
112_catch_test,112,1206,Right,10,Catch,monocular,congruent,misaligned,Right,5,1,1.14026622780102,M2,M2198.png,M2142.png,M2198.png,M2142.png,M2201.png,0.3,0.3,0.5,1.15015200064317,2019-02-01-10:44:07,10,M2142.png,1
112_catch_test,112,1206,Right,11,Catch,monocular,incongruent,aligned,Left,4,1,2.74470906033321,F4,F4020.png,F4064.png,F4020.png,F4040.png,F4018.png,0.3,0.3,0.5,2.750316575341,2019-02-01-10:44:12,11,F4040.png,0
112_catch_test,112,1206,Right,12,Catch,monocular,congruent,aligned,Left,4,1,4.5601438403387,F2,F2032.png,F2067.png,F2032.png,F2067.png,F2017.png,0.3,0.3,0.5,4.56715793867625,2019-02-01-10:44:19,12,F2067.png,1
112_catch_test,112,1206,Right,13,Catch,monocular,congruent,aligned,Left,4,1,1.48951187007833,M4,M4188.png,M4134.png,M4188.png,M4134.png,M4197.png,0.3,0.3,0.5,1.49174440625666,2019-02-01-10:44:22,13,M4134.png,1
112_catch_test,112,1206,Right,14,Catch,monocular,congruent,aligned,Left,4,1,1.41488562742825,F1,F1046.png,F1059.png,F1046.png,F1059.png,F1015.png,0.3,0.3,0.5,1.42520182640283,2019-02-01-10:44:26,14,F1059.png,1
112_catch_test,112,1206,Right,15,Catch,monocular,congruent,aligned,Right,5,1,3.3945029998099,F3,F3079.png,F3062.png,F3112.png,F3047.png,F3079.png,0.3,0.3,0.5,3.40045642961877,2019-02-01-10:44:32,15,F3047.png,0
112_catch_test,112,1206,Right,16,Catch,monocular,incongruent,misaligned,Left,5,0,1.73957884616357,F4,F4020.png,F4064.png,F4020.png,F4040.png,F4018.png,0.3,0.3,0.5,1.75012736576127,2019-02-01-10:44:35,16,F4018.png,0
112_catch_test,112,1206,Right,17,Catch,monocular,congruent,misaligned,Right,5,1,1.16507594899895,F2,F2032.png,F2067.png,F2032.png,F2067.png,F2017.png,0.3,0.3,0.5,1.17525665612266,2019-02-01-10:44:39,17,F2067.png,1
112_catch_test,112,1206,Right,18,Catch,monocular,congruent,misaligned,Left,4,1,0.879834467279125,M4,M4188.png,M4134.png,M4188.png,M4134.png,M4197.png,0.3,0.3,0.5,0.883455794928068,2019-02-01-10:44:42,18,M4134.png,1
112_catch_test,112,1206,Right,19,Catch,monocular,congruent,misaligned,Right,5,1,0.724931013776768,F1,F1046.png,F1059.png,F1046.png,F1059.png,F1015.png,0.3,0.3,0.5,0.733423205032523,2019-02-01-10:44:44,19,F1059.png,1
112_catch_test,112,1206,Right,20,Catch,monocular,congruent,misaligned,Right,5,1,1.19012038587789,F3,F3079.png,F3062.png,F3112.png,F3047.png,F3079.png,0.3,0.3,0.5,1.20017210202241,2019-02-01-10:44:48,20,F3047.png,0
112_CF_CFS_catch_test,112,1207,Right,1,Catch,CFS,incongruent,aligned,Left,5,0,3.95075640804112,M1,M1122.png,M1186.png,M1122.png,M1125.png,M1119.png,0.3,0.3,0.5,3.95876374373643,2019-02-04-13:26:54,11,M1119.png,0
112_CF_CFS_catch_test,112,1207,Right,2,Catch,CFS,incongruent,aligned,Left,5,0,3.16004148472302,F5,F5068.png,F5033.png,F5068.png,F5078.png,F5076.png,0.3,0.3,0.5,3.16695736202155,2019-02-04-13:27:07,15,F5076.png,0
112_CF_CFS_catch_test,112,1207,Right,3,Catch,CFS,congruent,aligned,Right,4,0,2.66117354632615,M3,M3013.png,M3183.png,M3187.png,M3153.png,M3013.png,0.3,0.3,0.5,2.66689703098655,2019-02-04-13:33:51,137,M3013.png,0
112_CF_CFS_catch_test,112,1207,Right,4,Catch,CFS,incongruent,aligned,Left,5,0,4.35036156697834,F2,F2016.png,F2067.png,F2017.png,F2067.png,F2032.png,0.3,0.3,0.5,4.35887816739933,2019-02-04-13:36:05,176,F2032.png,0
112_CF_CFS_catch_test,112,1207,Right,5,Catch,CFS,incongruent,aligned,Right,5,1,3.20495570013281,M2,M2201.png,M2141.png,M2198.png,M2141.png,M2142.png,0.3,0.3,0.5,3.20868650338116,2019-02-04-13:36:57,194,M2141.png,1
112_CF_CFS_catch_test,112,1207,Right,6,Catch,CFS,incongruent,misaligned,Right,4,0,2.54569464141832,M1,M1122.png,M1186.png,M1122.png,M1125.png,M1119.png,0.3,0.3,0.5,2.5503314429161,2019-02-04-13:37:04,196,M1119.png,0
112_CF_CFS_catch_test,112,1207,Right,7,Catch,CFS,incongruent,misaligned,Left,4,1,2.57466242628834,F5,F5068.png,F5033.png,F5068.png,F5078.png,F5076.png,0.3,0.3,0.5,2.58378961882772,2019-02-04-13:37:58,208,F5078.png,0
112_CF_CFS_catch_test,112,1207,Right,8,Catch,CFS,congruent,misaligned,Right,4,0,2.53009534008834,M3,M3013.png,M3183.png,M3187.png,M3153.png,M3013.png,0.3,0.3,0.5,2.53355652916207,2019-02-04-13:38:14,213,M3013.png,0
112_CF_CFS_catch_test,112,1207,Right,9,Catch,CFS,incongruent,misaligned,Left,4,1,2.44957958322721,F2,F2016.png,F2067.png,F2017.png,F2067.png,F2032.png,0.3,0.3,0.5,2.45872568858658,2019-02-04-13:38:41,222,F2067.png,1
112_CF_CFS_catch_test,112,1207,Right,10,Catch,CFS,incongruent,misaligned,Right,5,1,3.93573636660676,M2,M2201.png,M2141.png,M2198.png,M2141.png,M2142.png,0.3,0.3,0.5,3.94216878600082,2019-02-04-13:39:48,243,M2141.png,1
112_CF_monocular_catch_test,112,1207,Right,1,Catch,monocular,incongruent,aligned,Right,4,0,11.3745618341975,F5,F5078.png,F5076.png,F5078.png,F5033.png,F5068.png,0.3,0.3,0.5,11.38461556885,2019-02-04-13:06:51,39,F5068.png,0
112_CF_monocular_catch_test,112,1207,Right,2,Catch,monocular,incongruent,aligned,Right,5,1,10.2715208813879,F2,F2017.png,F2016.png,F2067.png,F2016.png,F2032.png,0.3,0.3,0.5,10.2760666858595,2019-02-04-13:08:52,72,F2016.png,1
112_CF_monocular_catch_test,112,1207,Right,3,Catch,monocular,congruent,aligned,Left,4,1,2.68116378890045,M2,M2201.png,M2198.png,M2201.png,M2198.png,M2141.png,0.3,0.3,0.5,2.69195211953365,2019-02-04-13:10:21,94,M2198.png,1
112_CF_monocular_catch_test,112,1207,Right,4,Catch,monocular,congruent,aligned,Right,5,1,5.31118060557128,M4,M4188.png,M4136.png,M4188.png,M4136.png,M4134.png,0.3,0.3,0.5,5.31722605335153,2019-02-04-13:12:37,129,M4136.png,1
112_CF_monocular_catch_test,112,1207,Right,5,Catch,monocular,congruent,aligned,Left,4,1,4.0908811901345,F1,F1046.png,F1015.png,F1046.png,F1015.png,F1002.png,0.3,0.3,0.5,4.10051148883394,2019-02-04-13:16:04,189,F1015.png,1
112_CF_monocular_catch_test,112,1207,Right,6,Catch,monocular,incongruent,misaligned,Left,4,1,2.57527247968051,F5,F5078.png,F5076.png,F5078.png,F5033.png,F5068.png,0.3,0.3,0.5,2.58371278079221,2019-02-04-13:17:21,205,F5033.png,0
112_CF_monocular_catch_test,112,1207,Right,7,Catch,monocular,incongruent,misaligned,Right,5,1,4.23080136654698,F2,F2017.png,F2016.png,F2067.png,F2016.png,F2032.png,0.3,0.3,0.5,4.23369321807445,2019-02-04-13:19:04,235,F2016.png,1
112_CF_monocular_catch_test,112,1207,Right,8,Catch,monocular,congruent,misaligned,Left,4,1,8.56103767242234,M2,M2201.png,M2198.png,M2201.png,M2198.png,M2141.png,0.3,0.3,0.5,8.56761311050241,2019-02-04-13:22:13,283,M2198.png,1
112_CF_monocular_catch_test,112,1207,Right,9,Catch,monocular,congruent,misaligned,Left,4,1,6.39603824552341,M4,M4188.png,M4136.png,M4188.png,M4136.png,M4134.png,0.3,0.3,0.5,6.40075952219263,2019-02-04-13:24:23,316,M4136.png,1
112_CF_monocular_catch_test,112,1207,Right,10,Catch,monocular,congruent,misaligned,Right,4,0,3.07522094187516,F1,F1046.png,F1015.png,F1046.png,F1015.png,F1002.png,0.3,0.3,0.5,3.08367727329937,2019-02-04-13:24:51,325,F1002.png,0
112_catch_test,112,1207,Right,1,Catch,monocular,incongruent,aligned,Right,5,1,2.64676129394275,M1,M1122.png,M1125.png,M1122.png,M1186.png,M1119.png,0.3,0.3,0.5,2.65029780056193,2019-02-04-13:47:52,1,M1186.png,0
112_catch_test,112,1207,Right,2,Catch,monocular,incongruent,aligned,Left,4,1,1.3803516959515,F5,F5068.png,F5078.png,F5068.png,F5076.png,F5033.png,0.3,0.3,0.5,1.39177163542536,2019-02-04-13:47:56,2,F5076.png,0
112_catch_test,112,1207,Right,3,Catch,monocular,congruent,aligned,Right,5,1,2.84086810289818,M3,M3153.png,M3013.png,M3183.png,M3187.png,M3153.png,0.3,0.3,0.5,2.85035093502484,2019-02-04-13:48:01,3,M3187.png,0
112_catch_test,112,1207,Right,4,Catch,monocular,incongruent,aligned,Right,5,1,1.68992624957446,F2,F2067.png,F2016.png,F2017.png,F2016.png,F2032.png,0.3,0.3,0.5,1.70027149599946,2019-02-04-13:48:05,4,F2016.png,1
112_catch_test,112,1207,Right,5,Catch,monocular,incongruent,aligned,Left,4,1,1.21588191720275,M2,M2198.png,M2201.png,M2141.png,M2201.png,M2142.png,0.3,0.3,0.5,1.22519846444538,2019-02-04-13:48:08,5,M2201.png,1
112_catch_test,112,1207,Right,6,Catch,monocular,incongruent,misaligned,Left,4,1,2.20006603494357,M1,M1122.png,M1125.png,M1122.png,M1186.png,M1119.png,0.3,0.3,0.5,2.20859172784003,2019-02-04-13:48:12,6,M1186.png,0
112_catch_test,112,1207,Right,7,Catch,monocular,incongruent,misaligned,Left,5,0,1.56539221506182,F5,F5068.png,F5078.png,F5068.png,F5076.png,F5033.png,0.3,0.3,0.5,1.5752324481341,2019-02-04-13:48:16,7,F5033.png,0
