"Participant","CFS.congruent.aligned","CFS.congruent.misaligned","CFS.incongruent.aligned","CFS.incongruent.misaligned","monocular.congruent.aligned","monocular.congruent.misaligned","monocular.incongruent.aligned","monocular.incongruent.misaligned"
"1205",2.31798495503839,2.08493867144949,2.03696659190507,2.57944291802495,1.77621052464639,1.97102268056727,2.12317279911752,2.31798495503839
"1206",2.92640519249607,2.43190094592061,2.31798495503839,2.68128701644526,2.27860334850443,2.03017409335904,2.14908241081285,2.34528445094762
"1207",1.87931169158708,2.1867827698698,1.80595207825264,2.57944291802495,2.79520300732748,2.03696659190507,0.707109293305679,1.82483913057209
"1208",3.52295429314955,3.24151555008465,4.48280545520989,3.6809341985434,3.6809341985434,3.27783611709874,2.03696659190507,3.52295429314955
"1209",3.24151555008465,4.48280545520989,4.201366712145,3.08438509788993,3.91992796908011,3.28970725390294,3.60481761149153,3.60481761149153
"1210",2.21614085661808,3.11031336491606,2.1867827698698,2.37412076201194,1.90576440673648,2.03017409335904,1.73531375571448,2.28115270451137
"1211",4.48280545520989,3.88625635455642,3.60481761149153,4.201366712145,4.201366712145,4.201366712145,2.58988085131446,3.88625635455642
"1212",3.60481761149153,2.80158521811297,2.89455327561353,2.56004209156932,3.27783611709874,2.80158521811297,1.38835148124336,2.57944291802495
"1214",3.60481761149153,3.88625635455642,3.6809341985434,4.201366712145,3.6809341985434,3.39949545547851,2.79520300732748,3.6809341985434
"1215",3.88625635455642,2.37412076201194,2.92640519249607,2.99639737403384,2.87906294187691,2.92640519249607,2.72108303648306,3.39949545547851
"1216",2.72108303648306,3.60481761149153,2.47596486043225,2.80158521811297,2.87906294187691,2.87906294187691,2.08493867144949,1.8780546230667
"1217",3.60481761149153,3.08438509788993,2.79520300732748,3.91992796908011,4.48280545520989,3.60481761149153,2.68128701644526,3.39175210798095
"1218",2.58988085131446,3.91992796908011,2.89455327561353,2.31798495503839,2.58988085131446,3.11031336491606,2.28115270451137,3.27783611709874
"1219",3.28970725390294,2.79520300732748,3.08438509788993,3.88625635455642,2.79520300732748,3.24151555008465,2.79520300732748,3.52295429314955
"1220",3.6809341985434,3.60481761149153,2.87906294187691,3.24151555008465,3.91992796908011,3.11031336491606,3.39949545547851,3.24151555008465
"1221",3.08438509788993,1.86917858214696,2.58988085131446,2.92640519249607,3.08438509788993,2.31798495503839,1.53234941711596,2.87906294187691
"1222",1.37682469299524,2.27860334850443,1.37682469299524,1.64485362695147,1.81139733868042,2.39069128383551,0.65885641107083,1.74658140459739
"1223",3.6809341985434,2.99681775396542,2.89455327561353,2.40026865331194,3.88625635455642,3.24151555008465,2.57944291802495,2.68128701644526
"1224",2.68128701644526,2.99639737403384,3.08302396117786,3.52295429314955,2.79520300732748,2.68128701644526,2.57944291802495,3.24151555008465
"1225",3.39949545547851,3.11031336491606,3.28970725390294,3.39949545547851,4.48280545520989,3.24151555008465,3.88625635455642,4.201366712145
"1226",3.27783611709874,2.80158521811297,2.41372617470993,2.03696659190507,4.201366712145,3.24151555008465,2.41372617470993,3.28970725390294
"1227",3.52295429314955,3.11031336491606,2.43190094592061,2.72108303648306,3.39175210798095,3.60481761149153,3.17599201867843,3.39175210798095
"1228",2.57944291802495,2.80158521811297,3.27783611709874,3.08302396117786,4.201366712145,2.5631031310892,2.5631031310892,2.43190094592061
"1229",1.9639319836465,2.58988085131446,2.72108303648306,2.89455327561353,2.89455327561353,2.72108303648306,2.31798495503839,2.72108303648306
"1230",1.73531375571448,1.73531375571448,1.34425834348781,1.19552025208496,2.48647486052439,2.48436449724809,0.713518938980833,1.82483913057209
"1231",3.27783611709874,2.79520300732748,2.58988085131446,3.11031336491606,2.99639737403384,3.11031336491606,2.69516491777483,2.91589247780103
"1232",1.83397205322426,1.75817083490283,1.69287857407426,2.19494649729893,1.60907904126956,1.63419351553627,1.53566984678358,1.8780546230667
"1233",2.68128701644526,2.47596486043225,2.79520300732748,2.47596486043225,2.5631031310892,3.39949545547851,2.12317279911752,2.72108303648306
"1234",4.201366712145,3.28970725390294,2.92640519249607,3.6809341985434,3.6809341985434,4.48280545520989,2.28115270451137,2.79520300732748
"1235",1.99197061394892,2.37412076201194,2.24261375299395,2.57944291802495,2.72108303648306,2.58988085131446,1.42990477655655,3.24151555008465
