Viewing,Participant,Congruency,Alignment,FaceGroup,WithCatch,isCorrect,reactionTime,ExpCode,RT.Z,View_D,Con_D,Ali_D,View_Con,View_Ali,Con_Ali,View_Con_Ali
monocular,615,congruent,misaligned,M4,FALSE,1,0.151129861,E1,-0.8354775888238284,1,0,1,0,1,0,0
CFS,616,congruent,aligned,F4,FALSE,1,0.230683877,E1,0.20636789908914327,0,0,0,0,0,0,0
CFS,616,congruent,aligned,F4,FALSE,1,0.475746705,E1,1.3586576711248923,0,0,0,0,0,0,0
CFS,616,incongruent,misaligned,M2,FALSE,1,5.90897e-4,E1,-0.8046936521656944,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,M3,FALSE,1,5.84054e-4,E1,-0.6523735319759193,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M2,FALSE,1,2.62431e-4,E1,-0.8065414717312872,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,F5,FALSE,1,0.021025944,E1,-0.6897341748669591,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,M5,FALSE,1,0.120562498,E1,-0.28239516757893096,0,1,0,0,0,0,0
CFS,616,congruent,aligned,M5,FALSE,1,0.060672264,E1,-0.5930297263524434,0,0,0,0,0,0,0
CFS,616,incongruent,misaligned,M4,FALSE,1,0.110722882,E1,-0.1851347429313693,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F5,FALSE,1,0.156232903,E1,-0.17239809094341332,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M4,FALSE,0,0.310812868,E1,1.5688555379895222,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,F5,FALSE,1,0.030563781,E1,-0.5599248387712614,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,M2,FALSE,1,6.27218e-4,E1,-0.7476749457168537,0,0,1,0,0,0,0
CFS,616,congruent,aligned,F4,FALSE,1,0.191365102,E1,0.021490320342378348,0,0,0,0,0,0,0
CFS,616,incongruent,misaligned,F3,FALSE,1,7.11532e-4,E1,-0.8040150074557543,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,F4,FALSE,1,0.010963244,E1,-0.7463429378521377,0,1,1,0,0,1,0
CFS,616,congruent,aligned,F3,FALSE,1,5.82685e-4,E1,-0.8755719946055224,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,F3,FALSE,1,0.180646839,E1,-0.1684829677446941,0,0,1,0,0,0,0
CFS,616,congruent,aligned,M1,FALSE,1,0.230501852,E1,0.20551201430454916,0,0,0,0,0,0,0
CFS,616,congruent,aligned,F5,FALSE,1,0.235256256,E1,0.22786730639856612,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,F2,FALSE,1,0.373927652,E1,0.4989087245778225,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M1,FALSE,1,0.141476558,E1,-0.012126747502013788,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F1,FALSE,1,0.040739733,E1,-0.5285451846298703,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M3,FALSE,1,5.69341e-4,E1,-0.652418902556616,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,M1,FALSE,1,0.015572286,E1,-0.6995909454964088,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,F1,FALSE,1,0.290741872,E1,0.1857348645891502,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,F2,FALSE,1,0.1004371,E1,-0.24299847685518855,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F5,FALSE,1,0.200563525,E1,-0.035695442755534296,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,M2,FALSE,1,0.070371492,E1,-0.5232809391863531,0,0,1,0,0,0,0
CFS,616,congruent,aligned,M4,FALSE,1,0.100601675,E1,-0.4052809262826437,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,M4,FALSE,1,6.97755e-4,E1,-0.6520229114093591,0,1,0,0,0,0,0
CFS,616,congruent,aligned,M1,FALSE,1,0.385717194,E1,0.9353373105735974,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,F3,FALSE,1,0.225843106,E1,0.04225937745384584,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M5,FALSE,1,0.185499585,E1,0.2355293588445053,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,M2,FALSE,1,0.201016192,E1,-0.1029469678989709,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,F4,FALSE,1,0.320744523,E1,0.9963637909737723,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,F3,FALSE,0,0.215874841,E1,-0.32010766008660474,0,0,1,0,0,0,0
CFS,616,incongruent,aligned,M1,FALSE,1,0.045962688,E1,-0.5124391218756386,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M4,FALSE,1,0.051143216,E1,-0.4964638915571591,0,1,0,0,0,0,0
CFS,616,congruent,aligned,M5,FALSE,0,0.095996305,E1,-0.9585004909143442,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,F5,FALSE,1,0.256313822,E1,0.13622213686157042,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M1,FALSE,1,0.125891231,E1,-0.2659629164684877,0,1,0,0,0,0,0
CFS,616,congruent,aligned,F5,FALSE,1,6.96964e-4,E1,-0.8750346527167784,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,M4,FALSE,1,5.98767e-4,E1,-0.7477664834663155,0,0,1,0,0,0,0
CFS,616,congruent,aligned,M5,FALSE,1,0.796502967,E1,2.8668593149050703,0,0,0,0,0,0,0
CFS,616,congruent,aligned,M3,FALSE,1,0.155646454,E1,-0.14645939727593457,0,0,0,0,0,0,0
CFS,616,incongruent,misaligned,M1,FALSE,1,0.020476447,E1,-0.6928254272578748,0,1,1,0,0,1,0
CFS,616,congruent,aligned,F5,FALSE,1,0.010684732,E1,-0.8280719900975991,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,F2,FALSE,1,5.89871e-4,E1,-0.6523555940524562,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M3,FALSE,1,0.49598604,E1,1.9822031284295394,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,M3,FALSE,1,0.156203136,E1,0.07071914510978472,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,M3,FALSE,1,0.070998315,E1,-0.5212642098365649,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,F5,FALSE,1,6.54537e-4,E1,-0.7475870500443802,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,M2,FALSE,1,0.245532945,E1,0.5732532547614959,0,1,1,0,0,1,0
CFS,616,congruent,aligned,M2,FALSE,1,0.200735627,E1,0.06555069540711594,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,F4,FALSE,1,0.366443754,E1,0.4292967748311178,0,0,1,0,0,0,0
CFS,616,incongruent,aligned,F3,FALSE,1,0.395448059,E1,0.5652713537099148,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,F3,FALSE,1,0.180609544,E1,-0.16860296002497152,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,M4,FALSE,1,0.155487011,E1,-0.249431758014391,0,0,1,0,0,0,0
CFS,616,congruent,aligned,F3,FALSE,1,0.060805598,E1,-0.592402787515091,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,F1,FALSE,1,5.9774e-4,E1,-0.7477697877181413,0,0,1,0,0,0,0
CFS,616,incongruent,aligned,F1,FALSE,0,0.241016192,E1,0.24455071319226068,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,F4,FALSE,1,0.256135903,E1,0.13567348680060484,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,F1,FALSE,1,0.800710992,E1,3.696464965057673,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,M2,FALSE,1,0.125550737,E1,-0.34574820204899176,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,F2,FALSE,1,0.066504144,E1,-0.5357236769567357,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,M3,FALSE,1,1.79062229,E1,5.0114238711398835,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,F5,FALSE,1,0.085720787,E1,-0.3257866226443607,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,M5,FALSE,1,5.73789e-4,E1,-0.6524051862279994,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M5,FALSE,1,0.04066138,E1,-0.5792729922186993,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,F1,FALSE,1,6.03557e-4,E1,-0.8046224320220559,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F1,FALSE,1,0.231034241,E1,0.05826731665219021,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M1,FALSE,1,0.075484274,E1,-0.3833731886963845,0,1,1,0,0,1,0
CFS,616,congruent,aligned,M3,FALSE,1,5.72763e-4,E1,-0.8756186480258369,0,0,0,0,0,0,0
CFS,616,congruent,aligned,M1,FALSE,1,6.3743e-4,E1,-0.8753145826427008,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,M3,FALSE,1,0.126326396,E1,-0.34325261035767324,0,0,1,0,0,0,0
CFS,616,congruent,aligned,M4,FALSE,1,0.020351219,E1,-0.7826199964496007,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,M5,FALSE,1,0.210587903,E1,-0.0721511124479261,0,0,1,0,0,0,0
CFS,616,incongruent,aligned,M5,FALSE,1,0.120895755,E1,-0.2813675006441619,0,1,0,0,0,0,0
CFS,616,congruent,aligned,M2,FALSE,0,0.345524904,E1,1.0368859748430506,0,0,0,0,0,0,0
CFS,616,congruent,aligned,M2,FALSE,1,0.216056524,E1,0.13758982535428685,0,0,0,0,0,0,0
CFS,616,congruent,aligned,F1,FALSE,1,0.586456257,E1,1.879215951943638,0,0,0,0,0,0,0
CFS,616,congruent,aligned,F1,FALSE,1,0.23636429,E1,0.23307730195639045,0,0,0,0,0,0,0
CFS,616,incongruent,misaligned,F3,FALSE,1,0.145976545,E1,0.013188396298296814,0,1,1,0,0,1,0
CFS,616,congruent,aligned,M4,FALSE,1,0.166129316,E1,-0.09716879387090804,0,0,0,0,0,0,0
CFS,616,congruent,aligned,F2,FALSE,1,0.141418985,E1,-0.21335720933683056,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,F5,FALSE,0,0.17599391,E1,-0.44609349299666845,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,M1,FALSE,1,0.386122302,E1,0.4926101907600407,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,F5,FALSE,1,0.461018074,E1,0.7335785367962314,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,F3,FALSE,1,0.505539959,E1,0.8768224703905536,0,0,1,0,0,0,0
CFS,616,congruent,aligned,F3,FALSE,1,6.22033e-4,E1,-0.8753869796103063,0,0,0,0,0,0,0
CFS,616,congruent,aligned,M4,FALSE,1,5.72763e-4,E1,-0.8756186480258369,0,0,0,0,0,0,0
CFS,616,congruent,aligned,F1,FALSE,1,0.025528668,E1,-0.758275539248051,0,0,0,0,0,0,0
CFS,616,congruent,aligned,M3,FALSE,1,0.510960336,E1,1.5242327898350256,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,F2,FALSE,1,0.040447193,E1,-0.5294472922678115,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,M1,FALSE,0,0.785601204,E1,1.4796860902994196,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,F2,FALSE,1,7.16665e-4,E1,-0.8039861312316391,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,F2,FALSE,1,0.095382141,E1,-0.4428121148203834,0,0,1,0,0,0,0
CFS,616,congruent,aligned,M2,FALSE,1,0.021360226,E1,-0.7778756276054916,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,M1,FALSE,1,0.305529695,E1,0.2879894676240021,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M5,FALSE,1,1.781199415,E1,4.838522473334277,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M5,FALSE,1,7.51366e-4,E1,-0.8037909171554618,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,F4,FALSE,1,0.100457971,E1,-0.4264812282135817,0,0,1,0,0,0,0
CFS,616,congruent,aligned,F5,FALSE,1,0.011049125,E1,-0.8263586077363158,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,F3,FALSE,1,0.280553602,E1,0.21097051547650586,0,1,0,0,0,0,0
CFS,616,congruent,aligned,F1,FALSE,0,0.206057122,E1,-0.07838548392870646,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,M3,FALSE,1,0.03557905,E1,-0.6352215331533942,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,F5,FALSE,1,6.17493e-4,E1,-0.8045440336080159,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,M5,FALSE,1,0.18632827800000001,E1,0.24019125730361446,0,1,1,0,0,1,0
CFS,616,congruent,aligned,F3,FALSE,1,0.620825785,E1,2.0408220833480146,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,M4,FALSE,1,0.105434576,E1,-0.4104695863851826,0,0,1,0,0,0,0
CFS,616,incongruent,aligned,M1,FALSE,1,0.140717664,E1,-0.22024254163864299,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,F2,FALSE,1,0.165917182,E1,0.12536651884060473,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,F3,FALSE,1,0.105544725,E1,-0.2142650024355822,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,M5,FALSE,1,0.190405707,E1,-0.1370849566373981,0,0,1,0,0,0,0
CFS,616,incongruent,aligned,M2,FALSE,1,0.830393732,E1,1.906516358505004,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,M5,FALSE,1,0.176031546,E1,-0.18333213066783488,0,0,1,0,0,0,0
CFS,616,congruent,aligned,M3,FALSE,1,0.150918593,E1,-0.16868988371228102,0,0,0,0,0,0,0
CFS,616,incongruent,misaligned,M1,FALSE,1,0.28572763,E1,0.7993726259470539,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,M2,FALSE,1,0.035695724,E1,-0.544099430356075,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M4,FALSE,0,0.201146552,E1,-0.5119259507527364,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,F4,FALSE,0,0.17116468,E1,-1.0807945562727743,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,F1,FALSE,1,0.530548214,E1,0.9572835923428218,0,0,1,0,0,0,0
CFS,616,congruent,aligned,M1,FALSE,1,0.336145483,E1,0.7022502445596036,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,F4,FALSE,1,0.046128974,E1,-0.6012783923164521,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,M2,FALSE,1,0.051282815,E1,-0.5195210075150432,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,F4,FALSE,1,0.15618158,E1,0.07059787959507109,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,M4,FALSE,0,0.091350903,E1,-0.7134849372161464,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,F1,FALSE,1,0.351436612,E1,0.3810130588094676,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,F2,FALSE,1,0.270870008,E1,0.1217994771451684,0,0,1,0,0,0,0
CFS,616,incongruent,aligned,M3,FALSE,1,0.105446894,E1,-0.3290072610379241,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M2,FALSE,1,0.270618526,E1,0.1803336523359923,0,1,0,0,0,0,0
CFS,616,congruent,misaligned,F2,FALSE,1,0.255990146,E1,0.07392526956791332,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,M1,FALSE,1,0.050470545,E1,-0.5873098977655354,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,F1,FALSE,0,0.200826298,E1,NaN,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,F2,FALSE,1,0.26130035,E1,0.6619544276610478,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F1,FALSE,1,0.535800936,E1,0.9980784992240848,0,1,0,0,0,0,0
CFS,616,congruent,aligned,F2,FALSE,1,0.110430554,E1,-0.35906536256493066,0,0,0,0,0,0,0
CFS,616,congruent,misaligned,F4,FALSE,1,0.591006869,E1,1.151802210816007,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,F1,FALSE,1,0.116198004,E1,-0.15433387600569956,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F4,FALSE,0,0.216496189,E1,-0.2206857441562711,0,1,0,0,0,0,0
CFS,616,incongruent,aligned,M2,FALSE,1,0.230587732,E1,0.056890413735291745,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,M4,FALSE,1,5.78922e-4,E1,-0.8047610187707555,0,1,1,0,0,1,0
CFS,616,congruent,aligned,F2,FALSE,1,5.8508e-4,E1,-0.8755607332729631,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,F2,FALSE,1,6.56026e-4,E1,-0.6521515914176439,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,F3,FALSE,1,0.150549753,E1,0.03891545243173241,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F4,FALSE,1,0.04125807,E1,-0.5269467852085006,0,1,0,0,0,0,0
CFS,616,congruent,aligned,F4,FALSE,1,0.036398847,E1,-0.7071637644263804,0,0,0,0,0,0,0
CFS,616,incongruent,aligned,M3,FALSE,1,0.090849558,E1,-0.37402116785132866,0,1,0,0,0,0,0
CFS,616,incongruent,misaligned,F4,FALSE,1,0.081021233,E1,-0.3522244513108268,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,M4,FALSE,1,0.020576356,E1,-0.6922633788115247,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,M4,FALSE,1,0.116483016,E1,-0.15273051142602098,0,1,1,0,0,1,0
CFS,616,incongruent,aligned,F3,FALSE,1,0.100838102,E1,-0.34321942506637176,0,1,0,0,0,0,0
CFS,616,congruent,aligned,F2,FALSE,1,5.99109e-4,E1,-0.8754947686656671,0,0,0,0,0,0,0
CFS,616,incongruent,misaligned,M3,FALSE,1,0.685792981,E1,3.0499817699482943,0,1,1,0,0,1,0
CFS,616,congruent,misaligned,F5,FALSE,1,0.151104382,E1,-0.26353235185592644,0,0,1,0,0,0,0
CFS,616,congruent,misaligned,M5,FALSE,1,0.230995052,E1,-0.006493508413293754,0,0,1,0,0,0,0
CFS,616,incongruent,misaligned,M3,FALSE,1,0.070561729,E1,-0.4110654763715488,0,1,1,0,0,1,0
CFS,616,incongruent,misaligned,F5,FALSE,1,0.185734644,E1,0.23685170763941457,0,1,1,0,0,1,0
CFS,616,congruent,aligned,M5,FALSE,1,0.581218918,E1,1.8545898908978398,0,0,0,0,0,0,0
monocular,616,incongruent,aligned,F3,FALSE,1,0.310457873,E1,0.8679315707676591,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F2,FALSE,1,0.185453052,E1,8.627568635215631e-4,1,0,1,0,1,0,0
monocular,616,incongruent,aligned,M4,FALSE,1,0.095913846,E1,-0.5660488037381936,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,M4,FALSE,1,0.161148263,E1,-0.19193245023009234,1,0,1,0,1,0,0
monocular,616,incongruent,misaligned,M1,FALSE,1,0.19135039,E1,-0.2020944386769201,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,M4,FALSE,1,0.521401456,E1,2.2778471129512052,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F4,FALSE,1,0.245489492,E1,0.47709556361462435,1,0,1,0,1,0,0
monocular,616,incongruent,misaligned,M4,FALSE,1,0.330636147,E1,0.04733541634147959,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,M2,FALSE,1,0.321409036,E1,0.9411275158592213,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F2,FALSE,1,0.270657873,E1,0.6767411242942902,1,0,1,0,1,0,0
monocular,616,congruent,aligned,F1,FALSE,1,0.23060176,E1,0.7426643181364597,1,0,0,0,0,0,0
monocular,616,incongruent,misaligned,M3,FALSE,1,0.225503691,E1,-0.14093346213263663,1,1,1,1,1,1,1
monocular,616,incongruent,misaligned,M4,FALSE,1,0.206404749,E1,-0.17513542532450002,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,M1,FALSE,1,0.670922699,E1,3.27722486786638,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F5,FALSE,1,0.161103099,E1,-0.1922907089556949,1,0,1,0,1,0,0
monocular,616,incongruent,aligned,F5,FALSE,1,0.21050317,E1,0.19984919883771823,1,1,0,1,0,0,0
monocular,616,incongruent,aligned,M5,FALSE,1,0.265804785,E1,0.5694769703369382,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,M3,FALSE,1,0.19593044,E1,0.08397354582203286,1,0,1,0,1,0,0
monocular,616,congruent,aligned,F5,FALSE,1,0.091396067,E1,-0.375473048861792,1,0,0,0,0,0,0
monocular,616,congruent,misaligned,M3,FALSE,1,0.085439195,E1,-0.7924867460902418,1,0,1,0,1,0,0
monocular,616,incongruent,aligned,F5,FALSE,1,0.12123038,E1,-0.39683685496410737,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F4,FALSE,1,0.141487377,E1,-0.34789038049700144,1,0,1,0,1,0,0
monocular,616,congruent,misaligned,M5,FALSE,1,0.110752992,E1,-0.5916876881374776,1,0,1,0,1,0,0
monocular,616,congruent,misaligned,F3,FALSE,1,5.86107e-4,E1,-1.465575028135918,1,0,1,0,1,0,0
monocular,616,congruent,aligned,F5,FALSE,1,0.001053829,E1,-1.1011260731676973,1,0,0,0,0,0,0
monocular,616,incongruent,misaligned,F3,FALSE,1,0.045620878,E1,-0.46306362772373805,1,1,1,1,1,1,1
monocular,616,congruent,aligned,F1,FALSE,1,5.72763e-4,E1,-1.1049901239762543,1,0,0,0,0,0,0
monocular,616,incongruent,aligned,M5,FALSE,1,0.22557828,E1,0.3006089924604833,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F2,FALSE,1,0.285940448,E1,0.7979685586097535,1,0,1,0,1,0,0
monocular,616,congruent,misaligned,M1,FALSE,1,0.230556938,E1,0.35864463442258004,1,0,1,0,1,0,0
monocular,616,incongruent,misaligned,M3,FALSE,1,0.335530293,E1,0.056099744823528745,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,F5,FALSE,1,0.180435639,E1,-0.0011177074273828092,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,M2,FALSE,1,0.18580239,E1,0.003633844160583463,1,0,1,0,1,0,0
monocular,616,incongruent,aligned,F3,FALSE,1,0.056350432,E1,-0.8304847799700095,1,1,0,1,0,0,0
monocular,616,incongruent,aligned,F1,FALSE,1,0.01080517,E1,-1.1349025387535117,1,1,0,1,0,0,0
monocular,616,congruent,aligned,F5,FALSE,1,0.281275886,E1,1.149692454698214,1,0,0,0,0,0,0
monocular,616,congruent,aligned,M3,FALSE,1,0.186068584,E1,0.3849619348243798,1,0,0,0,0,0,0
monocular,616,incongruent,misaligned,F3,FALSE,1,0.055619937,E1,-0.4451575338745986,1,1,1,1,1,1,1
monocular,616,congruent,aligned,M3,FALSE,1,0.146006997,E1,0.06317655061634025,1,0,0,0,0,0,0
monocular,616,congruent,aligned,F1,FALSE,1,0.09108559,E1,-0.3779668831857483,1,0,0,0,0,0,0
monocular,616,congruent,aligned,M4,FALSE,1,0.190898406,E1,0.42375635722023836,1,0,0,0,0,0,0
monocular,616,incongruent,aligned,F2,FALSE,1,0.086028039,E1,-0.6321240677405447,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F1,FALSE,1,0.075588972,E1,-0.8706226140133608,1,0,1,0,1,0,0
monocular,616,congruent,aligned,M1,FALSE,1,0.125453908,E1,-0.10191135867010487,1,0,0,0,0,0,0
monocular,616,incongruent,misaligned,M5,FALSE,1,0.23559342,E1,-0.12286499845156593,1,1,1,1,1,1,1
monocular,616,congruent,aligned,F4,FALSE,1,0.026149675,E1,-0.8995495243620849,1,0,0,0,0,0,0
monocular,616,incongruent,misaligned,M5,FALSE,1,0.27601927,E1,-0.0504712797995176,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,F2,FALSE,1,0.185935487,E1,0.035642458796052844,1,1,0,1,0,0,0
monocular,616,congruent,aligned,F1,FALSE,0,0.120375683,E1,-0.7127333632967234,1,0,0,0,0,0,0
monocular,616,incongruent,aligned,F4,FALSE,1,0.155543808,E1,-0.16749100450135074,1,1,0,1,0,0,0
monocular,616,congruent,aligned,F2,FALSE,0,0.66084734,E1,1.4689578031634436,1,0,0,0,0,0,0
monocular,616,congruent,misaligned,M1,FALSE,1,0.106189706,E1,-0.6278854790089553,1,0,1,0,1,0,0
monocular,616,incongruent,misaligned,F3,FALSE,1,3.410855124,E1,5.563323478624355,1,1,1,1,1,1,1
monocular,616,congruent,aligned,F2,FALSE,1,0.095932915,E1,-0.33903187201142226,1,0,0,0,0,0,0
monocular,616,congruent,misaligned,F4,FALSE,1,0.486192957,E1,2.3864507274395583,1,0,1,0,1,0,0
monocular,616,congruent,misaligned,M3,FALSE,1,0.150709196,E1,-0.274739261847717,1,0,1,0,1,0,0
monocular,616,incongruent,misaligned,F5,FALSE,0,0.295421397,E1,0.655082389571411,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,M1,FALSE,0,0.185635762,E1,-0.6349047216624333,1,1,0,1,0,0,0
monocular,616,incongruent,misaligned,M5,FALSE,1,0.180917139,E1,-0.22077807396276325,1,1,1,1,1,1,1
monocular,616,congruent,aligned,F4,FALSE,1,0.650447621,E1,4.114978592407224,1,0,0,0,0,0,0
monocular,616,incongruent,aligned,M2,FALSE,1,0.141142039,E1,-0.2637502870036168,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,F3,FALSE,1,0.150789486,E1,-0.27410236978592833,1,0,1,0,1,0,0
monocular,616,congruent,misaligned,F1,FALSE,1,0.045460317,E1,-1.1096150315232207,1,0,1,0,1,0,0
monocular,616,incongruent,misaligned,F5,FALSE,1,0.030522289,E1,-0.4901018471825475,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,M3,FALSE,1,0.060449417,E1,-0.8030877737350427,1,1,0,1,0,0,0
monocular,616,congruent,aligned,M2,FALSE,1,0.095924111,E1,-0.33910258809470084,1,0,0,0,0,0,0
monocular,616,incongruent,misaligned,F5,FALSE,1,0.636139153,E1,0.5944234469881832,1,1,1,1,1,1,1
monocular,616,incongruent,misaligned,F4,FALSE,1,0.330551635,E1,0.04718407411983872,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,F5,FALSE,1,0.121017219,E1,-0.3982615913917966,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,M3,FALSE,1,0.276119019,E1,0.7200610960923778,1,0,1,0,1,0,0
monocular,616,incongruent,aligned,M5,FALSE,0,1.166062939,E1,0.49958739238227146,1,1,0,1,0,0,0
monocular,616,congruent,misaligned,M2,FALSE,1,0.34556416,E1,1.2709274434916586,1,0,1,0,1,0,0
monocular,616,congruent,aligned,M5,FALSE,1,0.015564166,E1,-0.9845751645246341,1,0,0,0,0,0,0
monocular,616,incongruent,aligned,M3,FALSE,1,8.37656e-4,E1,-1.201523920194312,1,1,0,1,0,0,0
monocular,616,congruent,aligned,M2,FALSE,1,0.051036426,E1,-0.6996524825343409,1,0,0,0,0,0,0
monocular,616,incongruent,misaligned,M2,FALSE,1,0.055933349,E1,-0.4445962825923083,1,1,1,1,1,1,1
monocular,616,incongruent,aligned,M5,FALSE,1,0.180414518,E1,-0.00125887705076252,1,1,0,1,0,0,0
monocular,616,congruent,aligned,M5,FALSE,1,0.146301932,E1,0.06554554743844311,1,0,0,0,0,0,0
monocular,616,congruent,misaligned,M2,FALSE,1,0.090466781,E1,-0.7526059438314378,1,0,1,0,1,0,0
