ExpCode,Participant,CFS_Cover,WithCatch,CFS.congruent.aligned,CFS.congruent.misaligned,CFS.incongruent.aligned,CFS.incongruent.misaligned,monocular.congruent.aligned,monocular.congruent.misaligned,monocular.incongruent.aligned,monocular.incongruent.misaligned,CFS.inter,monocular.inter
E1,603,both,0,2.4759648604322453,3.1103133649160615,2.8945532756135335,2.400268653311941,3.3917521079809543,3.2415155500846544,2.8391628536474247,3.3917521079809543,-1.1286331267854086,0.7028258122298294
E1,604,both,0,2.4759648604322453,2.5898808513144638,2.4759648604322453,2.0369665919050703,3.1759920186784263,3.277836117098736,3.277836117098736,2.31798495503839,-0.5529142594093934,-1.061695260480655
E1,605,both,0,2.037291596980934,1.1988902629041225,1.3883514812433595,1.8932936611083355,1.6747498930840485,1.3442583434878146,1.0991401674370032,1.8339720532242638,1.3433435139417877,1.0653234353834946
E1,606,both,0,2.9264051924960723,2.879062941876912,2.1140212211345375,2.28115270451137,2.374120762011936,1.7353137557144804,1.6341935155362677,2.037291596980934,0.21447373399599323,1.0419050877421219
E1,607,both,0,2.0728667789875788,2.2161408566180807,2.0728667789875788,1.4589898037815203,2.879062941876912,2.801585218112968,2.1140212211345375,2.400268653311941,-0.7571510528365604,0.36372515594134747
E1,608,both,0,2.5898808513144638,2.4319009459206087,2.0849386714494877,2.1867827698697972,2.28115270451137,2.3006987607520157,1.8059520782526415,2.123172799117515,0.2598240038141646,0.2976746646242281
E1,609,both,0,2.2161408566180807,2.31798495503839,1.6041115705458875,2.4319009459206087,2.915892477801028,1.9710226805672693,0.6159499271091047,1.9057644067364772,0.7259452769544117,2.234684276861131
E1,610,both,0,2.681287016445261,3.289707253902943,3.2415155500846544,3.3994954554785095,3.0830239611778607,2.8945532756135335,2.801585218112968,2.8391628536474247,-0.45044033206382705,0.22604832109878403
E1,611,both,0,1.27981553906851,1.6747498930840485,1.295383423742794,1.2255518157665817,2.0849386714494877,1.6341935155362677,1.3531751524029478,1.6090790412695615,-0.4647659619917508,0.7066490447798337
E1,612,both,0,1.7353137557144804,2.2133110876758533,1.8339720532242638,2.8391628536474247,2.4137261747099332,1.9634929909158467,1.7705149738065455,2.8945532756135335,0.527193468461788,1.5742714856010744
E1,613,both,0,2.0849386714494877,1.9919706139489222,3.1103133649160615,1.8248391305720895,2.557724110582532,2.31798495503839,1.7762105246463942,2.4759648604322453,-1.1925061768434064,0.9394934913299928
E1,614,both,0,4.482805455209893,3.886256354556418,4.201366712145,3.5229542931495472,3.6809341985434023,3.919927969080107,3.886256354556418,3.919927969080107,-0.08186331834197791,-0.20532215601301562
E1,615,both,0,2.31798495503839,2.7952030073274794,2.31798495503839,3.289707253902943,3.886256354556418,3.3917521079809543,3.3994954554785095,3.1103133649160615,0.49450424657546366,0.20532215601301562
E1,616,both,0,2.7210830364830567,3.2415155500846544,2.5898808513144638,3.2415155500846544,2.1867827698697972,3.2415155500846544,1.7918484158542587,2.1949464972989254,0.13120218516859294,-0.6516346987701904
E1,617,both,0,2.0849386714494877,2.5898808513144638,3.277836117098736,2.996397374033843,3.1103133649160615,3.0843850978899274,2.7952030073274794,3.2415155500846544,-0.7863809229298688,0.47224080978330907
E1,618,both,0,1.9919706139489222,2.169254139659512,2.5631031310892016,2.7952030073274794,2.319343377147553,2.4137261747099332,1.27981553906851,1.6668720319521684,0.05481635052768796,0.2926736953212783
E1,619,both,0,3.604817611491525,2.5898808513144638,3.0843850978899274,1.9710226805672693,2.7952030073274794,3.604817611491525,2.9264051924960723,2.7210830364830567,-0.09842565714559681,-1.0149367601770614
E1,620,both,0,2.1867827698697972,2.7210830364830567,1.5323494171159582,2.3006987607520157,2.8391628536474247,2.8391628536474247,1.1988902629041225,1.710923139689871,0.2340490770227981,0.5120328767857485
E1,621,both,0,3.1103133649160615,2.7952030073274794,2.374120762011936,2.996397374033843,3.0843850978899274,3.2415155500846544,2.1949464972989254,2.7210830364830567,0.9373869696104893,0.3690060869894043
E1,622,both,0,2.9264051924960723,2.5898808513144638,3.604817611491525,3.0843850978899274,2.915892477801028,2.319343377147553,2.8391628536474247,2.5794429180249514,-0.18390817241998914,0.3368291650310016
E2,8201,both,1,2.8945532756135335,3.289707253902943,2.1867827698697972,2.5898808513144638,2.681287016445261,1.710923139689871,1.9057644067364772,1.8691785821469595,0.007944103155256954,0.9337780521658723
E2,8202,both,1,3.0843850978899274,2.879062941876912,1.8932936611083355,2.1867827698697972,2.8945532756135335,1.7353137557144804,1.9057644067364772,1.289780492629589,0.49881126477447735,0.5432556057921649
E2,8203,both,1,2.28115270451137,2.7952030073274794,3.1103133649160615,2.4319009459206087,3.289707253902943,3.919927969080107,2.4319009459206087,2.7210830364830567,-1.192462721811562,-0.3410386246147161
E2,8204,both,1,2.0369665919050703,1.0598102166036494,1.4589898037815203,1.6747498930840485,1.5348986686804005,1.6448536269514715,1.1407354927680369,1.3768246929952421,1.1929164646039492,0.1261342419561342
E2,8205,both,1,2.9264051924960723,4.201366712145,3.0843850978899274,3.6809341985434023,4.482805455209893,4.482805455209893,3.919927969080107,4.201366712145,-0.6784124189954528,0.2814387430648928
E2,8206,both,1,3.6809341985434023,3.886256354556418,3.604817611491525,3.6809341985434023,3.6809341985434023,2.996397374033843,3.2415155500846544,3.919927969080107,-0.12920556896113844,1.3629492435050121
E2,8207,both,1,2.7952030073274794,2.31798495503839,3.289707253902943,3.0843850978899274,3.919927969080107,3.886256354556418,2.31798495503839,3.6809341985434023,0.2718958962760736,1.3966208580287014
E2,8208,both,1,2.1867827698697972,2.374120762011936,2.4759648604322453,2.7210830364830567,3.604817611491525,2.996397374033843,2.8945532756135335,3.0843850978899274,0.0577801839086729,0.7982520597340761
E2,8209,both,1,3.277836117098736,3.3917521079809543,2.4759648604322453,3.919927969080107,3.886256354556418,2.879062941876912,1.9639319836464966,3.6809341985434023,1.3300471177656434,2.724195627576412
E2,8210,both,1,2.5898808513144638,2.486474860524386,1.3660217462809552,2.1140212211345375,2.3006987607520157,2.4843644972480945,1.4299047765565511,1.710923139689871,0.8514054656436603,0.09735262663724109
E2,8212,both,1,2.5898808513144638,3.0843850978899274,2.31798495503839,2.5898808513144638,2.9264051924960723,1.9057644067364772,1.7762105246463942,1.5161109837689961,-0.22260835029939008,0.7605412448821971
E2,8213,both,1,3.5229542931495472,3.0843850978899274,2.879062941876912,2.7210830364830567,3.3994954554785095,2.996397374033843,1.9710226805672693,2.879062941876912,0.2805892898657647,1.311138342754309
E2,8214,both,1,2.9264051924960723,2.634453734736135,2.319343377147553,2.996397374033843,2.374120762011936,2.2161408566180807,3.604817611491525,2.681287016445261,0.969005454646227,-0.7655506896524091
E2,8215,both,1,1.56083390220183,2.1140212211345375,1.56083390220183,1.490195579663669,2.634453734736135,2.1949464972989254,1.0740543903248445,1.6041115705458875,-0.6238256414708685,0.9695644176582527
E2,8216,both,1,1.7353137557144804,1.6286498972112482,1.0246880335209338,1.600190929508976,1.8932936611083355,1.5356698467835754,1.1208921069740807,1.758170834902831,0.6821667544912744,0.9949025422535105
E2,8217,both,1,2.28115270451137,2.2161408566180807,1.2722498762385601,1.7481095064184862,2.1140212211345375,1.3883514812433595,1.1620947363488634,1.758170834902831,0.5408714780732156,1.3217458384451457
E2,8218,both,1,2.7952030073274794,2.28115270451137,2.4759648604322453,2.0849386714494877,2.7210830364830567,2.7210830364830567,2.0849386714494877,2.801585218112968,0.12302411383335166,0.7166465466634802
E2,8221,both,1,2.486474860524386,3.277836117098736,2.28115270451137,2.123172799117515,3.277836117098736,2.915892477801028,2.2133110876758533,2.634453734736135,-0.9493411619682051,0.7830862863579897
E2,8222,both,1,3.604817611491525,3.604817611491525,3.3917521079809543,3.919927969080107,3.3994954554785095,2.8945532756135335,2.7952030073274794,3.2415155500846544,0.5281758610991529,0.951254722622151
E2,8223,both,1,2.2161408566180807,1.9919706139489222,2.0728667789875788,1.710923139689871,3.604817611491525,2.879062941876912,3.2415155500846544,1.7918484158542587,-0.13777339662854926,-0.7239124646157824
E2,8224,both,1,2.31798495503839,2.879062941876912,2.374120762011936,2.7952030073274794,3.604817611491525,2.681287016445261,2.0728667789875788,2.123172799117515,-0.139995741522978,0.9738366151762006
E2,8225,both,1,2.28115270451137,3.1759920186784263,3.289707253902943,3.2415155500846544,3.277836117098736,2.7658032403129873,2.996397374033843,3.2415155500846544,-0.9430310179853447,0.7571510528365599
E2,8226,both,1,1.0549552813405048,0.9445334526332617,1.235960549583603,1.5193504241027762,1.0488010254160813,0.8953979284721731,0.9331295226688128,1.3489795003921634,0.39381170322641623,0.5692530746672588
E2,8227,both,1,1.9057644067364772,2.7210830364830567,1.9710226805672693,2.5794429180249514,2.1867827698697972,1.8248391305720895,1.7481095064184862,1.8793116915870791,-0.2068983922888974,0.49314582446630073
E2,8228,both,1,2.9264051924960723,2.7952030073274794,3.5229542931495472,2.7952030073274794,3.289707253902943,3.3994954554785095,3.3917521079809543,3.5229542931495472,-0.5965491006534749,0.021413983593026487
E2,8229,both,1,1.7918484158542587,1.8248391305720895,2.0369665919050703,1.27981553906851,2.374120762011936,2.486474860524386,2.28115270451137,3.1759920186784263,-0.7901417675543911,0.782485215654606
E2,8230,both,1,3.1759920186784263,2.634453734736135,3.1759920186784263,2.681287016445261,2.400268653311941,2.8391628536474247,2.7658032403129873,2.494749830740746,0.04683328170912571,-0.7099476099077249
